nodes	cores	mem	size	class	time
12	6	2048	500000	150	110
12	6	2048	500000	200	108
12	6	2048	1000000	50	303
12	6	2048	1000000	100	303
12	6	2048	1000000	150	310
12	6	2048	1000000	200	284
12	6	2048	1500000	50	474
12	6	2048	1500000	100	471
12	6	2048	1500000	150	474
12	6	2048	1500000	200	456
12	6	2048	2000000	50	682
12	6	2048	2000000	100	684
12	6	2048	2000000	150	684
12	6	2048	2000000	200	661
12	6	2048	2500000	50	795
12	6	2048	2500000	100	811
12	6	2048	2500000	150	800
12	6	2048	2500000	200	765
12	4	8192	500000	50	88
12	4	8192	500000	100	86
12	4	8192	500000	150	86
12	4	8192	500000	200	94
12	4	8192	1000000	50	116
12	4	8192	1000000	100	115
12	4	8192	1000000	150	114
12	4	8192	1000000	200	118
12	4	8192	1500000	50	142
12	4	8192	1500000	100	135
12	4	8192	1500000	150	137
12	4	8192	1500000	200	137
12	4	8192	2000000	50	164
12	4	8192	2000000	100	164
12	4	8192	2000000	150	166
12	4	8192	2000000	200	169
12	4	8192	2500000	50	186
12	4	8192	2500000	100	191
12	4	8192	2500000	150	182
12	4	8192	2500000	200	192
12	4	6144	500000	50	91
12	4	6144	500000	100	88
12	4	6144	500000	150	87
12	4	6144	500000	200	88
12	4	6144	1000000	50	112
12	4	6144	1000000	100	118
12	4	6144	1000000	150	115
12	4	6144	1000000	200	112
12	4	6144	1500000	50	133
12	4	6144	1500000	100	134
12	4	6144	1500000	150	139
12	4	6144	1500000	200	133
12	4	6144	2000000	50	162
12	4	6144	2000000	100	165
12	4	6144	2000000	150	170
12	4	6144	2000000	200	170
12	4	6144	2500000	50	193
12	4	6144	2500000	100	193
12	4	6144	2500000	150	203
12	4	6144	2500000	200	197
12	4	4096	500000	50	93
12	4	4096	500000	100	97
12	4	4096	500000	150	83
12	4	4096	500000	200	88
12	4	4096	1000000	50	116
12	4	4096	1000000	100	120
12	4	4096	1000000	150	117
12	4	4096	1000000	200	124
12	4	4096	1500000	50	199
12	4	4096	1500000	100	197
12	4	4096	1500000	150	195
12	4	4096	1500000	200	197
12	4	4096	2000000	50	292
12	4	4096	2000000	100	325
12	4	4096	2000000	150	321
12	4	4096	2000000	200	315
12	4	4096	2500000	50	404
12	4	4096	2500000	100	403
12	4	4096	2500000	150	381
12	4	4096	2500000	200	403
12	4	2048	500000	50	108
12	4	2048	500000	100	106
12	4	2048	500000	150	107
12	4	2048	500000	200	110
12	4	2048	1000000	50	303
12	4	2048	1000000	100	297
12	4	2048	1000000	150	305
12	4	2048	1000000	200	286
12	4	2048	1500000	50	470
12	4	2048	1500000	100	471
12	4	2048	1500000	150	462
12	4	2048	1500000	200	466
12	4	2048	2000000	50	686
12	4	2048	2000000	100	683
12	4	2048	2000000	150	664
12	4	2048	2000000	200	698
12	4	2048	2500000	50	831
12	4	2048	2500000	100	816
12	4	2048	2500000	150	793
12	4	2048	2500000	200	783
12	2	8192	500000	50	95
12	2	8192	500000	100	91
12	2	8192	500000	150	88
12	2	8192	500000	200	83
12	2	8192	1000000	50	103
12	2	8192	1000000	100	130
12	2	8192	1000000	150	102
12	2	8192	1000000	200	117
12	2	8192	1500000	50	136
12	2	8192	1500000	100	129
12	2	8192	1500000	150	132
12	2	8192	1500000	200	130
12	2	8192	2000000	50	172
12	2	8192	2000000	100	169
12	2	8192	2000000	150	168
12	2	8192	2000000	200	172
12	2	8192	2500000	50	185
12	2	8192	2500000	100	186
12	2	8192	2500000	150	195
12	2	8192	2500000	200	186
12	2	6144	500000	50	85
12	2	6144	500000	100	87
12	2	6144	500000	150	96
12	2	6144	500000	200	97
12	2	6144	1000000	50	125
12	2	6144	1000000	100	113
12	2	6144	1000000	150	111
12	2	6144	1000000	200	112
12	2	6144	1500000	50	137
12	2	6144	1500000	100	138
12	2	6144	1500000	150	137
12	2	6144	1500000	200	140
12	2	6144	2000000	50	173
12	2	6144	2000000	100	166
12	2	6144	2000000	150	166
12	2	6144	2000000	200	168
12	2	6144	2500000	50	181
12	2	6144	2500000	100	216
12	2	6144	2500000	150	191
12	2	6144	2500000	200	193
12	2	4096	500000	50	87
12	2	4096	500000	100	88
12	2	4096	500000	150	88
12	2	4096	500000	200	90
12	2	4096	1000000	50	117
12	2	4096	1000000	100	123
12	2	4096	1000000	150	123
12	2	4096	1000000	200	118
12	2	4096	1500000	50	197
12	2	4096	1500000	100	190
12	2	4096	1500000	150	193
12	2	4096	1500000	200	192
12	2	4096	2000000	50	289
12	2	4096	2000000	100	311
12	2	4096	2000000	150	323
12	2	4096	2000000	200	313
12	2	4096	2500000	50	398
12	2	4096	2500000	100	401
12	2	4096	2500000	150	384
12	2	4096	2500000	200	382
12	2	2048	500000	50	111
12	2	2048	500000	100	112
12	2	2048	500000	150	111
12	2	2048	500000	200	111
12	2	2048	1000000	50	309
12	2	2048	1000000	100	321
12	2	2048	1000000	150	306
12	2	2048	1000000	200	317
12	2	2048	1500000	50	478
12	2	2048	1500000	100	475
12	2	2048	1500000	150	468
12	2	2048	1500000	200	480
12	2	2048	2000000	50	681
12	2	2048	2000000	100	706
12	2	2048	2000000	150	689
12	2	2048	2000000	200	672
12	2	2048	2500000	50	827
12	2	2048	2500000	100	797
12	2	2048	2500000	150	825
12	2	2048	2500000	200	786
8	8	8192	500000	50	89
8	8	8192	500000	100	88
8	8	8192	500000	150	91
8	8	8192	500000	200	94
8	8	8192	1000000	50	116
8	8	8192	1000000	100	131
8	8	8192	1000000	150	127
8	8	8192	1000000	200	119
8	8	8192	1500000	50	142
8	8	8192	1500000	100	152
8	8	8192	1500000	150	154
8	8	8192	1500000	200	144
8	8	8192	2000000	50	190
8	8	8192	2000000	100	193
8	8	8192	2000000	150	208
8	8	8192	2000000	200	186
8	8	8192	2500000	50	271
8	8	8192	2500000	100	270
8	8	8192	2500000	150	272
8	8	8192	2500000	200	270
8	8	6144	500000	50	89
8	8	6144	500000	100	96
8	8	6144	500000	150	93
8	8	6144	500000	200	92
8	8	6144	1000000	50	121
8	8	6144	1000000	100	126
8	8	6144	1000000	150	124
8	8	6144	1000000	200	120
8	8	6144	1500000	50	152
8	8	6144	1500000	100	193
8	8	6144	1500000	150	150
8	8	6144	1500000	200	149
8	8	6144	2000000	50	260
8	8	6144	2000000	100	272
8	8	6144	2000000	150	260
8	8	6144	2000000	200	256
8	8	6144	2500000	50	336
8	8	6144	2500000	100	325
8	8	6144	2500000	150	329
8	8	6144	2500000	200	326
8	8	4096	500000	50	101
8	8	4096	500000	100	102
8	8	4096	500000	150	108
8	8	4096	500000	200	105
8	8	4096	1000000	50	137
8	8	4096	1000000	100	139
8	8	4096	1000000	150	140
8	8	4096	1000000	200	141
8	8	4096	1500000	50	321
8	8	4096	1500000	100	339
8	8	4096	1500000	150	328
8	8	4096	1500000	200	325
8	8	4096	2000000	50	525
8	8	4096	2000000	100	555
8	8	4096	2000000	150	537
8	8	4096	2000000	200	506
8	8	4096	2500000	50	578
8	8	4096	2500000	100	597
8	8	4096	2500000	150	579
8	8	4096	2500000	200	564
8	8	2048	500000	50	156
8	8	2048	500000	100	147
8	8	2048	500000	150	152
8	8	2048	500000	200	156
8	8	2048	1000000	50	511
8	8	2048	1000000	100	507
8	8	2048	1000000	150	510
8	8	2048	1000000	200	521
8	8	2048	1500000	50	757
8	8	2048	1500000	100	753
8	8	2048	1500000	150	754
8	8	2048	1500000	200	757
8	8	2048	2000000	50	1100
8	8	2048	2000000	100	1110
8	8	2048	2000000	150	1099
8	8	2048	2000000	200	1120
8	8	2048	2500000	50	1277
8	8	2048	2500000	100	1282
8	8	2048	2500000	150	1261
8	8	2048	2500000	200	1247
8	6	8192	500000	50	85
8	6	8192	500000	100	93
8	6	8192	500000	150	91
8	6	8192	500000	200	87
8	6	8192	1000000	50	120
8	6	8192	1000000	100	119
8	6	8192	1000000	150	123
8	6	8192	1000000	200	122
8	6	8192	1500000	50	138
8	6	8192	1500000	100	146
8	6	8192	1500000	150	156
8	6	8192	1500000	200	145
8	6	8192	2000000	50	192
8	6	8192	2000000	100	200
8	6	8192	2000000	150	223
8	6	8192	2000000	200	181
8	6	8192	2500000	50	235
8	6	8192	2500000	100	273
8	6	8192	2500000	150	280
8	6	8192	2500000	200	272
8	6	6144	500000	50	91
8	6	6144	500000	100	86
8	6	6144	500000	150	90
8	6	6144	500000	200	91
8	6	6144	1000000	50	127
8	6	6144	1000000	100	122
8	6	6144	1000000	150	126
8	6	6144	1000000	200	123
8	6	6144	1500000	50	150
8	6	6144	1500000	100	157
8	6	6144	1500000	150	140
8	6	6144	1500000	200	149
8	6	6144	2000000	50	266
8	6	6144	2000000	100	264
8	6	6144	2000000	150	264
8	6	6144	2000000	200	262
8	6	6144	2500000	50	327
8	6	6144	2500000	100	324
8	6	6144	2500000	150	321
8	6	6144	2500000	200	334
8	6	4096	500000	50	102
8	6	4096	500000	100	98
8	6	4096	500000	150	98
8	6	4096	500000	200	98
8	6	4096	1000000	50	142
8	6	4096	1000000	100	145
8	6	4096	1000000	150	143
8	6	4096	1000000	200	136
8	6	4096	1500000	50	321
8	6	4096	1500000	100	334
8	6	4096	1500000	150	320
8	6	4096	1500000	200	332
8	6	4096	2000000	50	541
8	6	4096	2000000	100	507
8	6	4096	2000000	150	540
8	6	4096	2000000	200	521
8	6	4096	2500000	50	618
8	6	4096	2500000	100	608
8	6	4096	2500000	150	611
8	6	4096	2500000	200	603
8	6	2048	500000	50	159
8	6	2048	500000	100	163
8	6	2048	500000	150	161
8	6	2048	500000	200	154
8	6	2048	1000000	50	512
8	6	2048	1000000	100	521
8	6	2048	1000000	150	514
8	6	2048	1000000	200	521
8	6	2048	1500000	50	737
8	6	2048	1500000	100	755
8	6	2048	1500000	150	759
8	6	2048	1500000	200	782
8	6	2048	2000000	50	1093
8	6	2048	2000000	100	1133
8	6	2048	2000000	150	1156
8	6	2048	2000000	200	1115
8	6	2048	2500000	50	1240
8	6	2048	2500000	100	1242
8	6	2048	2500000	150	1314
8	6	2048	2500000	200	1271
8	4	8192	500000	50	89
8	4	8192	500000	100	94
8	4	8192	500000	150	88
8	4	8192	500000	200	96
8	4	8192	1000000	50	119
8	4	8192	1000000	100	124
8	4	8192	1000000	150	120
8	4	8192	1000000	200	122
8	4	8192	1500000	50	138
8	4	8192	1500000	100	140
8	4	8192	1500000	150	145
8	4	8192	1500000	200	141
8	4	8192	2000000	50	203
8	4	8192	2000000	100	241
8	4	8192	2000000	150	195
8	4	8192	2000000	200	193
8	4	8192	2500000	50	259
8	4	8192	2500000	100	273
8	4	8192	2500000	150	282
8	4	8192	2500000	200	271
8	4	6144	500000	50	91
8	4	6144	500000	100	94
8	4	6144	500000	150	105
8	4	6144	500000	200	90
8	4	6144	1000000	50	127
8	4	6144	1000000	100	132
8	4	6144	1000000	150	125
8	4	6144	1000000	200	123
8	4	6144	1500000	50	147
8	4	6144	1500000	100	164
8	4	6144	1500000	150	151
8	4	6144	1500000	200	160
8	4	6144	2000000	50	269
8	4	6144	2000000	100	278
8	4	6144	2000000	150	268
8	4	6144	2000000	200	269
8	4	6144	2500000	50	320
8	4	6144	2500000	100	340
8	4	6144	2500000	150	333
8	4	6144	2500000	200	325
8	4	4096	500000	50	100
8	4	4096	500000	100	104
8	4	4096	500000	150	101
8	4	4096	500000	200	101
8	4	4096	1000000	50	138
8	4	4096	1000000	100	146
8	4	4096	1000000	150	138
8	4	4096	1000000	200	140
8	4	4096	1500000	50	326
8	4	4096	1500000	100	334
8	4	4096	1500000	150	308
8	4	4096	1500000	200	323
8	4	4096	2000000	50	540
8	4	4096	2000000	100	523
8	4	4096	2000000	150	531
8	4	4096	2000000	200	523
8	4	4096	2500000	50	601
8	4	4096	2500000	100	597
8	4	4096	2500000	150	590
8	4	4096	2500000	200	570
8	4	2048	500000	50	167
8	4	2048	500000	100	154
8	4	2048	500000	150	173
8	4	2048	500000	200	157
8	4	2048	1000000	50	512
8	4	2048	1000000	100	509
8	4	2048	1000000	150	519
8	4	2048	1000000	200	520
8	4	2048	1500000	50	765
8	4	2048	1500000	100	770
8	4	2048	1500000	150	758
8	4	2048	1500000	200	759
8	4	2048	2000000	50	1137
8	4	2048	2000000	100	1107
8	4	2048	2000000	150	1111
8	4	2048	2000000	200	1079
8	4	2048	2500000	50	1257
8	4	2048	2500000	100	1245
8	4	2048	2500000	150	1256
8	4	2048	2500000	200	1258
8	2	8192	500000	50	90
8	2	8192	500000	100	95
8	2	8192	500000	150	85
8	2	8192	500000	200	89
8	2	8192	1000000	50	126
8	2	8192	1000000	100	120
8	2	8192	1000000	150	125
8	2	8192	1000000	200	122
8	2	8192	1500000	50	141
8	2	8192	1500000	100	135
8	2	8192	1500000	150	138
8	2	8192	1500000	200	150
8	2	8192	2000000	50	188
8	2	8192	2000000	100	189
8	2	8192	2000000	150	237
8	2	8192	2000000	200	188
8	2	8192	2500000	50	284
8	2	8192	2500000	100	274
8	2	8192	2500000	150	262
8	2	8192	2500000	200	276
8	2	6144	500000	50	96
8	2	6144	500000	100	102
8	2	6144	500000	150	99
8	2	6144	500000	200	91
8	2	6144	1000000	50	126
8	2	6144	1000000	100	128
8	2	6144	1000000	150	128
8	2	6144	1000000	200	121
8	2	6144	1500000	50	145
8	2	6144	1500000	100	177
8	2	6144	1500000	150	150
8	2	6144	1500000	200	153
8	2	6144	2000000	50	266
8	2	6144	2000000	100	274
8	2	6144	2000000	150	262
8	2	6144	2000000	200	276
8	2	6144	2500000	50	325
8	2	6144	2500000	100	345
8	2	6144	2500000	150	315
8	2	6144	2500000	200	337
8	2	4096	500000	50	103
8	2	4096	500000	100	97
8	2	4096	500000	150	100
8	2	4096	500000	200	101
8	2	4096	1000000	50	141
8	2	4096	1000000	100	145
8	2	4096	1000000	150	140
8	2	4096	1000000	200	145
8	2	4096	1500000	50	333
8	2	4096	1500000	100	308
8	2	4096	1500000	150	319
8	2	4096	1500000	200	330
8	2	4096	2000000	50	555
8	2	4096	2000000	100	533
8	2	4096	2000000	150	545
8	2	4096	2000000	200	540
8	2	4096	2500000	50	616
8	2	4096	2500000	100	584
8	2	4096	2500000	150	608
8	2	4096	2500000	200	571
8	2	2048	500000	50	170
8	2	2048	500000	100	156
8	2	2048	500000	150	160
8	2	2048	500000	200	160
8	2	2048	1000000	50	508
8	2	2048	1000000	100	504
8	2	2048	1000000	150	520
8	2	2048	1000000	200	515
8	2	2048	1500000	50	731
8	2	2048	1500000	100	755
8	2	2048	1500000	150	744
8	2	2048	1500000	200	764
8	2	2048	2000000	50	1130
4	8	8192	500000	50	90
4	8	8192	500000	100	86
4	8	8192	500000	150	96
4	8	8192	500000	200	96
4	8	8192	1000000	50	131
4	8	8192	1000000	100	134
4	8	8192	1000000	150	135
4	8	8192	1000000	200	126
4	8	8192	1500000	50	231
4	8	8192	1500000	100	237
4	8	8192	1500000	150	227
4	8	8192	1500000	200	227
4	8	8192	2000000	50	458
4	8	8192	2000000	100	408
4	8	8192	2000000	150	432
4	8	8192	2000000	200	444
4	8	8192	2500000	50	527
4	8	8192	2500000	100	523
4	8	8192	2500000	150	522
4	8	8192	2500000	200	559
4	8	6144	500000	50	95
4	8	6144	500000	100	90
4	8	6144	500000	150	94
4	8	6144	500000	200	94
4	8	6144	1000000	50	141
4	8	6144	1000000	100	143
4	8	6144	1000000	150	148
4	8	6144	1000000	200	136
4	8	6144	1500000	50	328
4	8	6144	1500000	100	306
4	8	6144	1500000	150	329
4	8	6144	1500000	200	323
4	8	6144	2000000	50	526
4	8	6144	2000000	100	521
4	8	6144	2000000	150	521
4	8	6144	2000000	200	535
4	8	6144	2500000	50	594
4	8	6144	2500000	100	611
4	8	6144	2500000	150	603
4	8	6144	2500000	200	614
4	8	4096	500000	50	222
4	8	4096	500000	100	219
4	8	4096	500000	150	210
4	8	4096	500000	200	191
4	8	4096	1000000	50	525
4	8	4096	1000000	100	609
4	8	4096	1000000	150	524
4	8	4096	1000000	200	525
4	8	4096	1500000	50	893
4	8	4096	1500000	100	887
4	8	4096	1500000	150	526
4	8	4096	1500000	200	524
4	8	4096	2000000	50	1048
4	8	4096	2000000	100	1236
4	8	4096	2000000	150	1228
4	8	4096	2000000	200	1256
4	8	4096	2500000	50	1389
4	8	4096	2500000	100	1424
4	8	4096	2500000	150	526
4	8	4096	2500000	200	1403
4	8	2048	500000	50	727
4	8	2048	500000	100	729
4	8	2048	500000	150	754
4	8	2048	500000	200	751
4	8	2048	1000000	50	1651
4	8	2048	1000000	100	1026
4	8	2048	1000000	150	1025
4	8	2048	1000000	200	1030
4	8	2048	1500000	50	2435
4	8	2048	1500000	100	2459
4	8	2048	1500000	150	2052
4	8	2048	1500000	200	2481
4	8	2048	2000000	50	2049
4	8	2048	2000000	100	1026
4	8	2048	2000000	150	2054
4	8	2048	2000000	200	1028
4	8	2048	2500000	50	2049
4	8	2048	2500000	100	1026
4	8	2048	2500000	150	2049
4	8	2048	2500000	200	
4	6	8192	500000	50	107
4	6	8192	500000	100	100
4	6	8192	500000	150	105
4	6	8192	500000	200	101
4	6	8192	1000000	50	160
4	6	8192	1000000	100	158
4	6	8192	1000000	150	157
4	6	8192	1000000	200	153
4	6	8192	1500000	50	251
4	6	8192	1500000	100	454
4	6	8192	1500000	150	234
4	6	8192	1500000	200	229
4	6	8192	2000000	50	233
4	6	8192	2000000	100	623
4	6	8192	2000000	150	251
4	6	8192	2000000	200	236
4	6	8192	2500000	50	234
4	6	8192	2500000	100	232
4	6	8192	2500000	150	248
4	6	8192	2500000	200	687
4	6	6144	500000	50	117
4	6	6144	500000	100	112
4	6	6144	500000	150	109
4	6	6144	500000	200	115
4	6	6144	1000000	50	269
4	6	6144	1000000	100	359
4	6	6144	1000000	150	273
4	6	6144	1000000	200	281
4	6	6144	1500000	50	276
4	6	6144	1500000	100	545
4	6	6144	1500000	150	544
4	6	6144	1500000	200	547
4	6	6144	2000000	50	749
4	6	6144	2000000	100	278
4	6	6144	2000000	150	275
4	6	6144	2000000	200	281
4	6	6144	2500000	50	839
4	6	6144	2500000	100	289
4	6	6144	2500000	150	808
4	6	6144	2500000	200	548
4	6	4096	500000	50	202
4	6	4096	500000	100	234
4	6	4096	500000	150	211
4	6	4096	500000	200	202
4	6	4096	1000000	50	618
4	6	4096	1000000	100	526
4	6	4096	1000000	150	636
4	6	4096	1000000	200	528
4	6	4096	1500000	50	921
4	6	4096	1500000	100	527
4	6	4096	1500000	150	906
4	6	4096	1500000	200	898
4	6	4096	2000000	50	1247
4	6	4096	2000000	100	529
4	6	4096	2000000	150	623
4	6	4096	2000000	200	1235
4	6	4096	2500000	50	526
4	6	4096	2500000	100	524
4	6	4096	2500000	150	526
4	6	4096	2500000	200	1414
4	6	2048	500000	50	745
4	6	2048	500000	100	808
4	6	2048	500000	150	751
4	6	2048	500000	200	750
4	6	2048	1000000	50	1027
4	6	2048	1000000	100	1661
4	6	2048	1000000	150	1684
4	6	2048	1000000	200	1703
4	6	2048	1500000	50	1026
4	6	2048	1500000	100	2449
4	6	2048	1500000	150	2445
4	6	2048	1500000	200	1029
4	6	2048	2000000	50	1025
4	6	2048	2000000	100	1027
4	6	2048	2000000	150	2047
4	6	2048	2000000	200	1027
4	6	2048	2500000	50	2054
4	6	2048	2500000	100	
4	6	2048	2500000	150	
4	6	2048	2500000	200	
4	4	8192	500000	50	106
4	4	8192	500000	100	107
4	4	8192	500000	150	98
4	4	8192	500000	200	101
4	4	8192	1000000	50	158
4	4	8192	1000000	100	158
4	4	8192	1000000	150	160
4	4	8192	1000000	200	153
4	4	8192	1500000	50	453
4	4	8192	1500000	100	449
4	4	8192	1500000	150	452
4	4	8192	1500000	200	238
4	4	8192	2000000	50	234
4	4	8192	2000000	100	632
4	4	8192	2000000	150	637
4	4	8192	2000000	200	648
4	4	8192	2500000	50	239
4	4	8192	2500000	100	235
4	4	8192	2500000	150	457
4	4	8192	2500000	200	246
4	4	6144	500000	50	253
4	4	6144	500000	100	150
4	4	6144	500000	150	150
4	4	6144	500000	200	148
4	4	6144	1000000	50	153
4	4	6144	1000000	100	150
4	4	6144	1000000	150	305
4	4	6144	1000000	200	2
4	4	6144	1500000	50	151
4	4	6144	1500000	100	156
4	4	6144	1500000	150	2
4	4	6144	1500000	200	152
4	4	6144	2000000	50	302
4	4	6144	2000000	100	301
4	4	6144	2000000	150	293
4	4	6144	2000000	200	2
4	4	6144	2500000	50	2
4	4	6144	2500000	100	2
4	4	6144	2500000	150	2
4	4	6144	2500000	200	150
4	4	4096	500000	50	275
4	4	4096	500000	100	274
4	4	4096	500000	150	2
4	4	4096	500000	200	275
4	4	4096	1000000	50	2
4	4	4096	1000000	100	2
4	4	4096	1000000	150	2
4	4	4096	1000000	200	862
4	4	4096	1500000	50	274
4	4	4096	1500000	100	274
4	4	4096	1500000	150	274
4	4	4096	1500000	200	2
4	4	4096	2000000	50	3
4	4	4096	2000000	100	274
4	4	4096	2000000	150	1876
4	4	4096	2000000	200	1844
4	4	4096	2500000	50	2
4	4	4096	2500000	100	2175
4	4	4096	2500000	150	275
4	4	4096	2500000	200	2142
4	4	2048	500000	50	529
4	4	2048	500000	100	529
4	4	2048	500000	150	97
4	4	2048	500000	200	2
4	4	2048	1000000	50	2
4	4	2048	1000000	100	2
4	4	2048	1000000	150	1047
4	4	2048	1000000	200	526
4	4	2048	1500000	50	525
4	4	2048	1500000	100	526
4	4	2048	1500000	150	1053
4	4	2048	1500000	200	526
4	4	2048	2000000	50	1047
4	4	2048	2000000	100	
4	4	2048	2000000	150	524
4	4	2048	2000000	200	
4	4	2048	2500000	50	525
4	4	2048	2500000	100	525
4	4	2048	2500000	150	1048
4	4	2048	2500000	200	
4	2	8192	500000	50	130
4	2	8192	500000	100	2
4	2	8192	500000	150	2
4	2	8192	500000	200	133
4	2	8192	1000000	50	2
4	2	8192	1000000	100	2
4	2	8192	1000000	150	131
4	2	8192	1000000	200	133
4	2	8192	1500000	50	129
4	2	8192	1500000	100	2
4	2	8192	1500000	150	2
4	2	8192	1500000	200	132
4	2	8192	2000000	50	256
4	2	8192	2000000	100	264
4	2	8192	2000000	150	2
4	2	8192	2000000	200	257
4	2	8192	2500000	50	129
4	2	8192	2500000	100	2
4	2	8192	2500000	150	2
4	2	8192	2500000	200	2
4	2	6144	500000	50	2
4	2	6144	500000	100	155
4	2	6144	500000	150	150
4	2	6144	500000	200	149
4	2	6144	1000000	50	300
4	2	6144	1000000	100	298
4	2	6144	1000000	150	148
4	2	6144	1000000	200	2
4	2	6144	1500000	50	2
4	2	6144	1500000	100	2
4	2	6144	1500000	150	2
4	2	6144	1500000	200	2
4	2	6144	2000000	50	2
4	2	6144	2000000	100	2
4	2	6144	2000000	150	155
4	2	6144	2000000	200	298
4	2	6144	2500000	50	2
4	2	6144	2500000	100	298
4	2	6144	2500000	150	304
4	2	6144	2500000	200	154
4	2	4096	500000	50	276
4	2	4096	500000	100	456
4	2	4096	500000	150	277
4	2	4096	500000	200	277
4	2	4096	1000000	50	275
4	2	4096	1000000	100	862
4	2	4096	1000000	150	2
4	2	4096	1000000	200	2
4	2	4096	1500000	50	2
4	2	4096	1500000	100	2
4	2	4096	1500000	150	2
4	2	4096	1500000	200	2
4	2	4096	2000000	50	1817
4	2	4096	2000000	100	276
4	2	4096	2000000	150	1854
4	2	4096	2000000	200	1856
4	2	4096	2500000	50	2
4	2	4096	2500000	100	2
4	2	4096	2500000	150	2151
4	2	4096	2500000	200	275
4	2	2048	500000	50	526
4	2	2048	500000	100	524
4	2	2048	500000	150	1048
4	2	2048	500000	200	1049
4	2	2048	1000000	50	3383
4	2	2048	1000000	100	3220
4	2	2048	1000000	150	3395
4	2	2048	1000000	200	3342
4	2	2048	1500000	50	1049
4	2	2048	1500000	100	1046
4	2	2048	1500000	150	526
4	2	2048	1500000	200	
4	2	2048	2000000	50	526
4	2	2048	2000000	100	2
4	2	2048	2000000	150	2
4	2	2048	2000000	200	2
4	2	2048	2500000	50	2
4	2	2048	2500000	100	2
4	2	2048	2500000	150	2
4	2	2048	2500000	200	
